,question,answer
2496,101 1962 1355 782 5408 8038 1333 1355 2595 4649 5502 5310 3417 5341 1394 2519 102,101 1962 1355 754 1036 4997 511 102
2497,101 4567 782 8038 2595 1216 5543 2460 2382 845 1355 4638 5125 4868 7397 4809 7063 1166 6402 3171 102,101 3315 4567 2418 680 1071 800 1079 1146 3789 1216 5543 1121 6842 845 1355 5125 4868 7397 4809 1350 1071 800 1216 5543 2595 5125 4868 4567 1963 5125 4868 1146 6162 4568 510 100 4568 1350 2829 6944 4568 5023 4685 7063 1166 511 3315 4567 680 1071 800 1079 1146 3789 4565 4567 4638 5125 4868 7397 4809 4638 1277 1166 3221 1071 707 2414 6134 4385 712 6206 711 2658 2697 3121 1359 510 2692 3617 7397 4809 510 3315 5543 2460 2382 8020 7608 3617 510 2595 3617 8021 5023 511 102
2498,101 4567 782 8038 5499 5143 5606 1718 5514 1071 800 3466 3389 102,101 5592 5579 7262 3466 3389 8038 2190 754 1071 800 3466 3389 3175 3791 1772 679 5543 3209 4802 6402 3171 684 679 2961 7370 3300 2626 2595 1377 5543 3198 8024 1377 3300 6848 2885 2595 1765 7023 4500 511 3466 3389 3198 8024 1278 4495 833 1762 2642 5442 5592 6956 2458 1366 8024 794 1147 1366 1139 3918 1057 5301 7270 4638 3466 3389 7262 511 1278 4495 1762 7262 678 1377 4684 2970 6225 2175 4567 4131 8024 6225 2175 1718 5514 4638 6956 855 510 1920 2207 5023 8024 2400 680 1071 800 5592 6956 1718 5514 7063 1166 511 2553 6206 3198 8024 6820 1377 1762 5592 5579 7262 678 3833 3466 2772 2797 3318 3780 4545 511 102
2499,101 2382 6224 4568 4307 8038 7346 6887 5288 7392 102,101 2595 769 1737 7410 2772 679 6844 102
2500,101 4567 782 8038 856 6117 5131 4568 2141 7741 2147 3466 3389 102,101 122 510 6117 5131 3633 2382 4958 5592 6117 5131 966 4638 856 7361 671 5663 711 124 119 130 8278 8798 120 100 511 2190 754 3187 5131 2228 4567 5442 8024 2496 6117 5131 3717 2398 1762 4495 4415 5745 1741 1079 678 7360 3198 8024 5536 2270 5162 4638 1146 3789 738 7390 722 678 7360 8024 2496 6117 5131 3849 2428 7360 5635 124 119 127 172 124 119 130 8278 8798 120 100 3198 8024 1353 1403 6444 5688 4080 5162 8020 5536 7770 6117 5131 5162 1469 5513 677 5593 5162 8021 4638 7025 3123 1872 1217 511 1762 856 6117 5131 4568 4307 1139 4385 1184 6821 763 4080 5162 1353 2418 2347 5307 2458 1993 8024 1728 3634 6117 5131 6822 671 3635 7360 856 5635 123 119 129 172 124 119 11368 8167 120 100 3198 2798 833 1139 4385 4568 4307 511 123 510 6117 3926 5536 2270 5162 856 6117 5131 1355 868 3198 3844 2137 6117 3926 5536 2270 5162 2190 856 6117 5131 4568 4638 7063 1166 6402 3171 2215 1071 3221 5536 2270 5162 102
2501,101 4567 782 8038 7478 1073 1798 5275 5335 7942 5682 4606 4567 1728 2600 6835 102,101 7478 1073 1798 5275 5335 7942 5682 4606 3221 671 4905 2768 5275 5335 5301 5528 3341 3975 4638 769 4518 2595 5514 4606 8024 1439 856 2428 2626 2595 8024 1071 4567 1728 2213 3313 2130 1059 3209 4802 8024 1377 5543 680 3189 1045 2772 100 5296 4212 2198 3300 1068 511 102
2502,101 4567 782 8038 1352 6121 4724 860 3419 3466 3389 102,101 1278 4495 712 6206 6225 2175 2642 5442 3221 1415 2100 1762 1914 865 4638 4724 3688 809 1350 3221 1415 2100 1762 1071 800 4706 6956 679 6844 6134 4385 511 102
2503,101 4567 782 8038 677 7571 4977 1718 5514 3780 4545 1333 1156 102,101 4916 3353 3780 4545 6430 1728 4565 4567 8024 1963 2714 2595 7965 4142 510 7965 4977 4142 510 7965 2622 5489 5023 511 3187 3209 3227 4568 4307 5442 1377 3257 679 6822 6121 4294 3654 3780 4545 511 4568 4307 3209 3227 4638 2642 5442 1377 6848 2885 2797 3318 3780 4545 8024 5353 6237 2642 5442 4568 4307 511 102
2504,101 4567 782 8038 2340 5592 4563 4578 860 3419 3466 3389 102,101 122 510 6228 6402 8038 6225 2175 2642 5442 7481 2159 510 5852 1075 2658 1105 510 2692 6399 4307 1105 510 5125 4868 4307 2578 5023 8024 3300 1221 754 1161 3171 2642 5442 4563 4578 4638 698 7028 4923 2428 1469 3146 860 2658 1105 511 123 510 1420 6402 8038 5499 7885 7509 510 6117 5052 3325 7509 5023 1377 2990 4850 5499 6107 1220 1350 5592 6956 1920 6117 5052 4638 2658 1105 511 124 510 1371 6402 8038 1377 749 6237 3300 3187 5592 5579 4916 3890 510 5513 1277 1371 1140 4578 5023 511 125 510 6239 6402 8038 749 6237 3300 3187 5592 6956 6239 4578 510 1327 4578 510 1353 6663 4578 5023 8024 6820 1377 1161 3171 3300 3187 5514 1920 4638 3840 6134 3900 2349 5310 1350 5592 6956 1259 1779 511 102
2505,101 4567 782 8038 1535 4617 1314 2154 2595 102,101 5395 2642 1535 4617 1400 8024 833 2512 1510 6822 7608 510 6432 6413 510 1461 1429 1216 5543 8024 809 1350 1377 5543 2797 3318 1400 1139 4385 7481 6956 4535 2501 1350 1216 5543 7397 4809 8024 2382 5314 2642 5442 2372 3341 2342 1920 4638 4578 5736 8024 1535 4617 2642 5442 3241 3309 1377 1139 4385 7568 6956 3900 2349 5310 6760 4919 2772 6823 1905 6760 4919 8024 1314 1350 4495 1462 511 102
2506,101 2797 3318 3780 4545 8038 2970 6239 2595 1535 4142 102,101 2714 2595 2970 6239 2595 1535 4142 3300 4617 1359 967 1403 5442 8024 2553 6206 3198 7444 6822 6121 2797 3318 1147 7370 511 102
2507,101 1962 1355 782 5408 8038 5335 4495 5162 100 5375 726 4568 102,101 809 6484 5102 711 712 7608 4638 782 5408 511 102
2508,101 4565 4567 1146 5102 8038 7965 1079 5436 2595 745 1928 4307 4606 102,101 1461 1429 5143 5320 4565 4567 102
2509,101 4567 782 8038 3719 2100 2595 1333 1993 4390 4461 860 1872 4495 4568 2400 1355 4568 102,101 6402 3780 679 1350 3198 8024 7390 4708 4567 2658 6822 2245 8024 1377 1139 4385 4706 1079 5632 1355 2595 1139 6117 510 6228 5381 5606 5564 4895 510 3253 4307 860 1184 1718 5606 4788 6162 510 3253 4307 860 2460 855 510 5326 1355 2595 7471 1045 4706 510 4635 1079 7397 510 6004 5606 3173 4495 6117 5052 5023 1914 4905 2400 1355 4568 511 6820 2382 1394 2400 2207 4706 4413 510 1184 2791 6235 1355 5509 2460 2382 510 6004 5606 5375 2938 510 5549 5317 5606 5375 2938 510 6228 745 1928 1355 5509 2460 2382 510 3162 6228 510 4706 4413 7448 7588 5023 4565 4567 511 102
2510,101 4567 782 8038 5533 5578 678 5468 1394 1184 6956 1146 4895 7564 7344 102,101 5533 5578 678 5468 1394 1184 6956 1146 4895 3189 2382 7564 7344 3187 4294 3654 7564 7344 511 102
2511,101 4567 782 8038 7981 7976 2797 3318 3780 4545 102,101 4500 2797 3318 4638 3175 3791 1343 7370 7981 1776 5299 5302 8024 1169 2768 671 2137 3822 2501 8024 6848 4500 6844 2139 4638 934 1908 3332 3160 934 1908 5375 2938 6956 1146 8024 2612 1908 2642 4280 4638 2501 2578 1469 1216 5543 511 3418 2945 2642 4280 6956 855 1469 7981 2938 5102 1798 8024 1377 6848 2885 679 1398 4638 934 1908 3332 3160 1469 3175 3791 511 122 510 4973 3822 7564 1906 5042 4917 1906 3822 8024 4500 4280 860 1912 4906 2797 3318 4638 3175 3791 2199 7981 1776 5299 5302 1343 1112 8024 2400 2902 6206 3724 1169 1906 2768 1072 3300 671 2137 2501 4307 4638 4973 3822 8024 809 2159 5287 1469 3118 2898 934 1908 3332 3160 511 4973 3822 7564 1906 4638 1825 3315 1333 1156 8038 1343 2226 7981 1776 5299 5302 8024 924 2844 4280 7767 8024 2226 7030 924 4522 978 2434 4280 860 5299 5302 8024 7564 1906 2834 1213 2501 1469 1743 855 2501 511 2834 1213 2501 3221 886 934 1908 860 1469 865 4522 4280 5310 3354 5815 2533 6639 1916 2834 1213 8024 1762 2824 1358 3633 102
2512,101 4567 782 8038 2544 5010 2829 6944 4568 7650 7608 4881 2555 102,101 122 510 1121 2208 5273 5489 5102 4638 3029 1357 8024 1963 4343 5489 5023 511 123 510 6912 1048 1600 1476 1565 510 3849 5763 510 6983 5023 1173 4080 2595 7650 3160 511 124 510 2208 7608 6793 3492 510 5700 3314 510 5709 3492 510 1920 5886 510 5876 510 2002 5023 6789 6793 4246 4178 722 4289 511 102
2513,101 4567 782 8038 5399 5606 2372 5341 1394 2519 4565 4567 2137 721 102,101 5399 5606 2372 5341 1394 2519 8020 8413 8833 8783 8317 11715 161 10879 11582 9893 8024 100 8021 3221 2900 4507 754 6956 1146 5399 5606 4788 6162 772 4495 5275 5335 3338 2772 5275 5335 7494 8024 2193 5636 5399 5606 2372 5111 6825 510 3338 5359 510 1327 6833 510 5362 5312 5522 1036 8024 886 5522 1036 1358 5168 1690 2135 1139 4385 1146 6162 2772 1355 5509 4535 2501 4638 671 4905 4565 4567 511 2382 6224 1358 5168 6956 855 711 1928 6956 510 6718 2397 1469 1724 5501 8024 698 7028 5442 6820 1377 1139 4385 1908 3325 4638 1059 6716 1914 1355 2595 4535 2501 511 1071 7564 1400 1357 1104 754 4535 2501 4638 698 7028 4923 2428 511 102
2514,101 4567 782 8038 4886 1914 1385 1788 7578 5108 4565 4567 102,101 7188 2212 5511 8039 7230 3314 3756 4708 4568 8039 1305 3249 1065 5341 1394 2519 8039 7234 2212 5511 8039 4209 4151 2339 2212 5511 8039 3469 2212 5511 102
2515,101 4567 782 8038 1317 2338 1094 1718 5514 5790 4289 102,101 5273 7032 3867 5310 3849 5367 709 510 3141 5310 4130 5540 1718 510 5273 7032 3867 5310 4275 510 7032 1157 5972 6763 5540 1718 510 7032 1157 5972 1366 3302 3890 510 3867 5310 2128 5540 1718 510 3424 3363 5758 5725 5540 1718 510 2207 7032 5540 1718 510 3867 5310 2128 1366 3302 3890 510 3632 4578 1265 4625 7578 5108 510 5273 7032 3867 5310 5540 1718 102
2516,101 4567 782 8038 7564 4080 5341 1394 2519 7063 1166 6402 3171 102,101 3378 763 2642 5442 2552 4510 1745 677 100 7313 3309 4764 754 121 119 8110 8118 8024 852 100 3797 5408 6629 1993 6956 679 5110 7162 8024 707 2414 677 738 3766 3300 680 7564 4080 5341 1394 2519 4685 1068 4638 2552 2526 1927 2382 6134 4385 8024 1377 5543 711 2791 2147 837 2193 6772 2571 4638 3633 2382 1359 2460 8024 1957 2595 1914 6224 511 3300 3227 2595 7564 4080 2552 4510 1745 4294 2519 4638 2642 5442 8024 1762 6121 6817 1220 6566 5792 6407 7741 3198 8024 2382 3300 969 7345 2595 4638 100 3667 3121 1359 8024 2400 679 2990 4850 2552 5491 5375 6117 511 102
2517,101 4567 782 8038 5499 5143 5606 5514 4606 7028 6206 2990 7008 102,101 6956 1146 5679 2595 5514 4606 3193 3309 3780 4545 7564 1400 6772 1962 8024 1728 3634 8024 1139 4385 4685 1068 4568 4307 1400 2418 1350 3198 2218 6402 511 102
2518,101 2797 3318 3780 4545 8038 7965 5273 5108 4567 102,101 7965 5273 5108 4567 671 5663 3187 7444 2797 3318 3780 4545 511 102
2519,101 4567 782 8038 2487 4684 2595 5550 3393 4142 2595 2343 5606 4142 845 7390 4568 4307 102,101 122 510 5587 5520 6956 6134 4385 8020 122 8021 7674 1355 4568 4307 2382 711 678 5587 5520 4578 8024 1377 1762 3247 6629 2772 719 1777 6629 4989 3198 2697 5587 6956 1355 1018 511 8020 123 8021 738 1377 6134 4385 711 1296 904 510 1352 904 2772 769 3296 2595 5618 6956 510 5592 5500 3765 1403 678 5501 3123 2198 4638 7000 4578 5023 511 8020 124 8021 4568 4307 1762 7474 3632 510 828 2622 2772 719 1777 3198 1217 7028 8024 3833 1220 1400 1377 809 1121 6768 511 8020 125 8021 671 5663 2898 5330 1920 754 124 702 3299 511 3241 3309 1377 3300 5587 3491 1392 3175 1403 3833 1220 1358 7361 1469 5541 2444 3833 1220 2428 1121 856 511 8020 126 8021 7390 4708 4567 2658 6822 2245 8024 3297 5303 1355 4495 7729 5520 4535 2501 8024 698 7028 5442 1377 2487 4684 1920 754 8192 111 8363 8181 132 2235 3289 855 8024 679 5543 2398 6228 8024 6228 7029 788 7361 754 6639 678 511 5541 3491 1439 1400 1137 8024 7755 2595 2487 4684 5445 1928 6956 102
2520,101 4567 782 8038 3910 5519 1798 5498 4142 3780 4545 1333 1156 102,101 5519 3723 3910 4916 2595 7942 4561 4638 3780 4545 1762 2523 1920 4923 2428 677 1357 1104 754 4567 1728 1469 5519 3723 3910 4916 4638 5102 1798 511 3910 5519 1798 5498 4142 4638 3780 4545 712 6206 3221 5519 6887 1121 1327 511 4567 3681 2595 5498 4142 712 6206 7151 2190 4567 1728 3780 4545 8024 4916 3353 2834 4567 3681 3780 4545 4638 1398 3198 924 5498 510 3121 1587 5519 3723 3910 4916 3780 4545 511 5790 4289 2595 5519 3723 3910 4916 2595 5498 4567 4638 3780 4545 1068 7241 3221 977 4500 1469 7344 3632 7028 3173 5314 750 2471 6629 5498 2938 839 4638 5790 4289 8024 1398 3198 914 6822 860 1079 5790 4289 2571 6862 3926 7370 1469 2961 3786 511 6983 5125 2595 5498 4142 4638 3780 4545 1333 1156 711 2770 6983 1469 5852 1075 3118 2898 8024 1121 6768 6983 5125 2595 5498 4567 4638 698 7028 4923 2428 8024 3121 1587 2347 2100 1762 4638 5326 1355 2595 5852 1075 679 5679 8024 2190 4568 3780 4545 6983 5125 2595 5498 4801 1265 1350 1071 2400 1355 4568 511 1969 2027 3309 5519 3723 3910 102
2521,101 3780 4545 6589 4500 8038 1632 7481 102,101 1072 860 6589 4500 680 2792 6848 4638 1278 7368 510 702 860 3780 4545 3175 3428 510 1278 924 3124 5032 5023 3300 1068 511 102
2522,101 4567 782 8038 4663 7000 688 1305 4294 5384 4275 4638 1199 868 4500 102,101 122 510 4663 7000 688 1305 4294 5384 4275 711 1905 3175 5790 8024 7444 1762 1278 4495 4638 2900 2193 678 886 4500 511 1469 1278 4495 2218 702 782 1469 2157 3184 4565 4567 1380 510 6814 3130 1380 510 4500 5790 2658 1105 3765 6858 722 1400 8024 1762 1278 4495 4638 2900 2193 678 2961 7370 4500 5790 4881 2555 8024 1121 2208 4500 5790 7599 7372 511 123 510 2456 6379 2644 1762 7623 1400 3302 4500 3315 1501 8024 1377 1121 6768 2626 2552 510 1445 1402 5023 5517 5499 6887 1353 2418 511 124 510 1963 3362 2644 1762 2970 1358 3315 1501 3780 4545 3309 7313 8024 7444 6206 2970 1358 4649 5502 6814 3130 1353 2418 3844 6407 8024 2418 1762 3844 6407 1184 8110 2207 3198 704 3632 5314 5790 8024 1415 1156 3315 1501 4638 2834 6814 3130 868 4500 1377 5543 833 2512 1510 6814 3130 3844 6407 5310 3362 511 125 510 688 1305 4294 5384 3300 1377 5543 2471 6629 698 7028 4638 6117 3926 7185 7360 856 8024 2644 1762 886 4500 688 1305 4294 5384 3309 7313 8024 2418 6421 102
2523,101 3466 3389 7555 4680 8038 1741 5318 5307 3309 1184 1400 4638 1912 7346 4635 5682 4567 1359 102,101 7346 6887 1146 3789 4289 3466 3389 510 5301 5826 1824 1075 510 5514 4606 3403 2562 4289 3466 3389 510 4567 4415 3466 3389 102
2524,101 4567 782 8038 3688 1355 4921 2208 2512 1008 2110 3466 3389 102,101 2577 4542 2100 1762 4508 4307 5593 4567 1359 3198 8024 1377 886 4500 100 6631 2190 2190 4508 4307 5593 6822 6121 3466 3389 8024 4802 2137 4508 4307 5593 3221 1415 3300 5310 5688 2772 4142 4568 5023 4567 1359 511 102
2525,101 4567 782 8038 5439 2399 782 4937 2137 1798 2552 5319 4578 7028 6206 2990 7008 102,101 2770 4170 510 3800 2692 1394 4415 7650 7608 510 6844 2496 6817 1220 510 924 2898 2552 4415 2398 6130 5023 8024 1377 1762 671 2137 4923 2428 677 2376 1221 1121 2208 2552 5319 4578 4638 1355 4495 511 102
2526,101 4567 782 8038 1912 3162 6228 6402 3171 1333 1156 102,101 1278 4495 3418 2945 2642 5442 4567 1380 510 4568 4307 510 4706 4906 3466 3389 1377 3209 4802 6402 3171 511 2553 6206 3198 6822 6121 4685 1068 2141 7741 2147 3466 3389 1350 2512 1008 2110 3466 3389 8024 809 6397 844 2642 5442 671 5663 2658 1105 511 2961 7370 1072 3300 4685 849 4568 4307 4638 1071 800 4565 4567 8024 1963 969 2595 1912 3162 6228 510 100 1798 4706 4413 1400 6842 5341 1394 2519 510 1044 1921 2595 4706 1912 5491 5275 5335 1265 5023 511 102
2527,101 4567 782 8038 3971 4550 2595 4684 5499 4142 4685 1068 5790 1501 102,101 126 118 3710 1825 3717 3342 7000 1169 1177 510 3394 3713 4841 1414 1578 510 5131 4649 6574 4080 5162 510 4424 4391 7000 7165 3705 1265 1377 4638 3351 510 1765 1853 5101 3351 1217 510 2357 1765 1937 2548 4118 510 4800 1539 1650 1451 510 100 1650 1451 510 4508 3710 6079 1451 510 4508 4799 1539 510 1765 5705 6437 6994 510 3821 1509 672 5542 102
2528,101 712 6206 4567 1728 8038 4280 3975 2595 7965 4977 4142 102,101 680 4280 7976 3300 1068 4638 1728 5162 2193 5636 102
2529,101 4567 782 8038 2094 2151 5593 5491 4568 3780 4545 1453 3309 102,101 3780 4545 1453 3309 671 5663 1358 4567 2658 698 7028 4923 2428 510 3780 4545 3175 3428 510 3780 4545 3198 3322 510 2399 7977 860 6574 5023 1728 5162 2512 1510 8024 1377 2100 1762 702 860 2345 2460 511 102
2530,101 4567 782 8038 7450 5826 2595 7346 6887 4142 1073 1798 4568 4307 102,101 122 510 1912 7346 4601 4573 4601 4573 4568 4307 3209 3227 8024 2898 5330 3198 7313 7270 8024 698 7028 5442 1777 4989 679 2128 8024 1915 3241 3291 1217 3209 3227 511 123 510 7346 6887 1146 3789 4289 2460 2382 7346 6887 1146 3789 4289 1872 1914 8024 1071 4294 2519 711 4635 5682 4932 1331 8024 1439 1125 745 4307 2772 6486 5576 3942 3416 511 2208 3144 2642 5442 7346 6887 1146 3789 4289 1377 3300 2460 1456 511 124 510 1071 800 6956 1146 2642 5442 3300 1912 7346 6956 4133 4178 4578 510 2595 769 4578 809 1350 2961 2228 4578 8024 2228 4578 3221 2961 2228 3198 2228 3890 1173 4080 3717 5514 4638 1912 7346 2792 5636 511 102
2531,101 4567 782 8038 1920 4557 2595 6235 5606 4567 1359 5790 4289 3780 4545 102,101 122 510 2834 4495 5162 3300 2834 2697 3381 868 4500 8024 1278 4495 833 3418 2945 2642 5442 4567 2658 6848 2885 6844 2496 4638 5790 4289 8024 2382 4500 4638 3300 7471 7450 5162 510 1928 2107 800 1578 510 1980 2357 7450 5162 510 7350 5811 6205 3360 510 3709 3703 3763 3215 5023 511 123 510 4724 4307 5491 7937 4591 5790 3300 3141 1920 4749 2096 510 6444 5688 7937 4591 4638 868 4500 8024 5353 6237 4563 4578 1469 4519 1045 8024 1377 4500 754 1355 4495 6004 5606 4142 4638 2642 5442 8024 1963 7350 2805 1501 510 2805 1414 1305 5542 510 1400 7716 2805 1501 5023 511 124 510 7770 3935 1177 1377 809 2229 6956 886 4500 7770 3935 1177 809 1121 6768 6235 5606 3717 5514 8024 2454 5353 1920 4557 4788 6162 8024 3683 1963 7770 3935 5868 5843 5131 3988 3890 510 7770 3935 4495 4415 4663 3717 510 8192 8017 4491 3779 5023 511 125 510 1071 800 738 1377 809 6848 2885 3688 3362 5712 7676 4822 510 1699 1408 3821 2209 510 945 800 3821 2209 102
2532,101 4567 782 8038 5607 1068 5688 4142 1391 1567 5790 1962 8043 102,101 5607 1068 5688 4142 4638 4567 1728 1908 3325 1914 3416 8024 1377 1728 2697 3381 510 6842 6121 2595 1359 510 1048 4554 1728 5162 510 807 6468 2460 2382 5023 2471 6629 8024 1377 1139 4385 1068 5688 4563 4578 510 5514 5515 510 1018 4801 510 4535 2501 5023 4568 4307 511 3780 4545 5607 1068 5688 4142 4638 2382 4500 5790 4289 1259 2886 8038 122 8024 7478 4515 860 2834 4142 5790 8038 1963 1853 3341 3212 2357 510 898 2805 5440 3212 4275 510 2357 3821 5705 5023 8024 1072 3300 7252 4578 2834 4142 868 4500 8024 3221 5353 6237 1068 5688 4142 4568 4307 4638 2382 4500 5790 8024 852 671 5663 5335 2898 3198 7313 4764 8024 684 3187 3791 3780 2689 4565 4567 511 123 8024 3632 4578 5790 8038 7478 4515 860 2834 4142 5790 679 5543 1041 1146 5353 6237 4563 4578 2772 3300 4500 5790 4881 2555 3198 8024 1377 5440 5991 4500 6793 3492 4822 745 1177 510 3289 7716 1914 5023 5790 4289 5353 6237 679 6844 511 124 8024 6763 7755 924 2844 1177 8038 1377 809 914 6822 6763 102
2533,101 2218 6402 4906 2147 8038 4280 7979 4142 102,101 2642 5442 1377 1343 1366 5579 4906 2218 6402 3780 4545 511 102
2534,101 1355 4567 4372 8038 2140 2140 4589 2094 102,101 4649 5502 4906 2382 6224 4565 4567 8024 1355 4567 4372 6772 7770 511 102
2535,101 4567 782 8038 1217 1456 6850 6898 5540 1718 4565 4567 102,101 704 5439 2399 4511 2094 6956 1146 2595 7413 4080 5162 5375 726 5341 1394 2519 8039 1741 5318 5307 3309 5341 1394 2519 8039 5318 5307 3309 1068 5688 4142 8039 3291 2399 3309 5341 1394 2519 8039 6912 2097 1400 7308 5307 5341 1394 2519 8039 4511 2595 3291 2399 3309 5341 1394 4568 8039 5439 2399 2595 1912 7346 5848 5367 8039 5318 5307 680 2829 6944 4568 102
2536,101 4567 782 8038 7568 3491 7313 4669 3975 2595 4563 4578 7564 7344 2974 3177 102,101 809 678 2974 3177 1377 671 2137 4923 2428 677 4638 7360 856 7568 3491 7313 4669 3975 2595 4563 4578 4638 1355 4495 8038 122 510 3800 2692 1453 6716 2128 1059 8024 6912 1048 7568 3491 6956 1355 4495 1912 839 8039 123 510 924 2898 5679 1962 4638 1777 2013 8024 5307 2382 3833 1220 7568 3491 8024 6912 1048 7270 3198 7313 856 1928 2339 868 2772 679 5679 4638 2013 1232 8039 124 510 5735 3300 4565 4567 1377 2193 5636 7568 3491 4535 2501 8024 2418 4916 3353 3780 4545 4685 1068 4565 4567 511 102
2537,101 4567 782 8038 1962 4638 8013 6468 6468 1920 1923 8013 4696 2552 2697 6468 8013 6929 720 2769 2682 7309 671 678 8024 2769 6821 702 2900 3403 5023 1168 749 1914 2208 5745 1741 4495 2111 2094 3198 7599 7372 833 1121 2207 8043 102,101 1728 711 4495 2111 2094 4638 6814 4923 5050 3221 2418 4080 4307 2578 8024 7444 2199 1392 7555 2900 3403 7360 1168 3633 2382 5745 1741 8024 1415 1156 833 833 3300 4508 768 1314 6496 4638 7599 7372 8039 2456 6379 1168 4495 2111 2094 3198 1168 5341 1394 2595 1278 7368 4638 1967 772 4906 8024 1377 809 3300 1079 1146 3789 683 4906 2772 4508 4307 5593 1912 4906 924 7730 8024 2900 2193 4508 768 1314 6496 4638 7564 7344 511 102
2538,101 4567 782 8038 100 3688 1872 1914 4568 7305 6402 2900 2519 102,101 122 510 1044 1921 2595 1914 3688 8024 1912 6225 2460 2382 8039 123 510 4960 4197 3300 7270 4638 5301 692 4307 100 3688 7270 1139 8024 4495 7270 6862 2428 6823 6823 2571 754 3249 6858 3688 1355 8039 124 510 1139 4385 1071 800 698 7028 510 2898 5330 2772 6822 2245 2595 4568 4307 860 2519 511 809 677 1772 7557 1350 3198 2218 1278 1486 6418 511 102
2539,101 4567 782 8038 2797 6639 1355 5297 4568 4495 3833 5052 4415 102,101 122 510 3189 2382 4495 3833 704 3800 2692 7344 2170 924 3265 8024 1350 3198 3924 1217 6132 4289 8024 1912 1139 3198 3800 2692 2785 1962 2797 1947 511 123 510 6912 1048 2970 6239 1107 3717 8024 3340 816 1038 6387 3198 886 4500 3946 3717 3819 6132 3302 5023 511 124 510 6844 2428 7248 4159 8024 924 2898 2552 2658 2690 2643 511 102
2540,101 4567 782 8038 677 7571 4977 4142 860 3419 3466 3389 102,101 122 510 1278 4495 833 6225 2175 7965 5579 7945 5606 4638 7582 5682 8024 7965 4508 3221 1415 1041 6117 510 5503 1920 1872 4495 8024 7965 5579 3221 1415 3300 1146 3789 4289 1350 1146 3789 4289 4638 7582 5682 510 2595 6574 510 6956 855 5023 511 123 510 3389 4692 2642 5442 3221 1415 2100 1762 1618 6230 1121 6842 511 102
2541,101 4567 782 8038 2768 782 100 5301 5528 4635 6117 4567 120 3900 2349 4606 4568 4307 2600 6835 102,101 3418 2945 707 2414 762 1798 8024 2593 2595 1798 2642 5442 707 2414 6134 4385 711 1059 6716 3900 2349 5310 5514 1920 510 5498 5569 1920 510 4649 4562 510 5592 4578 510 5592 3811 510 5592 3717 510 7942 4561 510 5541 5579 4916 3890 510 1495 1644 510 1495 4588 510 1355 4178 1469 3210 6837 5023 511 2714 2595 1798 4638 2642 5442 6134 4385 711 2680 2595 4567 4923 8024 4567 1359 712 6206 2229 7361 754 1912 1453 6117 1469 4649 5502 511 102
2542,101 4567 782 8038 2793 3425 860 1718 5514 4567 1728 2600 6835 102,101 3315 4567 712 6206 4507 1498 6956 2697 3381 510 1353 1908 4142 4568 1173 4080 8020 1963 2714 2595 2793 3425 860 4142 8021 1350 2793 3425 860 2193 5052 7349 1853 5023 1728 5162 2193 5636 5593 860 1146 3789 1843 1853 8024 5326 5445 2471 6629 2793 3425 860 1718 5514 4638 1355 4495 511 102
2543,101 4567 782 8038 678 5501 5514 5515 7305 6402 2900 2519 102,101 133 106 118 118 138 8898 106 100 140 118 118 135 122 510 7270 3309 2772 1353 1908 1139 4385 671 904 2772 1352 904 678 5501 5514 5515 679 6844 8039 123 510 845 678 5501 5491 5489 5165 2476 510 4563 4578 5023 8039 124 510 845 678 5501 1068 5688 5514 4578 510 4535 2501 510 3833 1220 1358 7361 8039 125 510 845 678 5501 4649 5502 5273 5514 510 1872 1331 510 6235 1265 6814 2428 5023 4568 4307 8039 126 510 845 677 5501 5023 1071 800 6956 855 5514 5515 679 6844 8039 127 510 845 1355 4178 510 726 1213 510 2626 2552 510 1445 1402 510 2208 2228 510 7608 3617 1121 6842 510 3867 4607 5023 1059 6716 4568 4307 8039 128 510 2100 1762 678 5501 1912 839 2772 2797 3318 4567 1380 8039 129 510 3300 4080 5162 5023 4294 3654 5790 4289 886 4500 1380 8039 130 510 1139 4385 1071 800 698 7028 510 2898 5330 102
2544,101 4500 5790 2844 4415 8038 7346 6003 4567 102,101 6905 1278 1671 4500 5790 8024 1139 4385 698 7028 679 6844 3198 6206 3726 2845 1278 4495 511 102
2545,101 4685 1068 5790 1501 8038 1535 1912 5436 102,101 1765 1853 5101 3351 510 5335 4495 5162 100 510 5335 4495 5162 100 102
2546,101 4567 782 8038 6837 6624 4868 5307 1069 1939 3466 3389 7555 4680 102,101 100 5296 510 100 510 3491 1220 5549 6863 2512 510 1079 7262 3466 3389 510 2552 5491 2938 839 3403 2562 4289 3466 3844 510 2552 4510 1745 5023 102
2547,101 4567 782 8038 7568 3491 5052 4325 4962 4568 7028 6206 2990 7008 102,101 3315 4567 1963 679 6822 6121 1350 3198 3780 4545 8024 1377 5543 2193 5636 4868 5307 4638 2938 839 511 1139 4385 4568 4307 3198 2418 1350 3198 2218 1278 8024 809 1048 1139 4385 679 5679 7564 1400 511 102
2548,101 5739 3152 1399 4917 8038 3118 3698 5052 5310 4767 4568 102,101 8575 8224 8370 8798 11440 12803 8331 102
